0,TEXT_COMARMGCARMYTRAINING_00344_MENU_YES,是
1,TEXT_COMARMGCARMYTRAINING_00344_MENU_NO,否
2,TEXT_COMARMGCARMYTRAINING_00344_MENU_CANCEL,取消
3,TEXT_COMARMGCARMYTRAINING_00344_MENU_TITLE_WAITING,進行中： 無
4,TEXT_COMARMGCARMYTRAINING_00344_MENU_TITLE_TRAINING,"進行中： 
完成時間：已完成 [2013/8/27 8:00]"
5,TEXT_COMARMGCARMYTRAINING_00344_MENU_TITLE_EXPEDITION,（★未使用／削除予定★）
6,TEXT_COMARMGCARMYTRAINING_00344_MENU_SELECT_001,打開訓練選單
7,TEXT_COMARMGCARMYTRAINING_00344_MENU_SELECT_002,中止進行中的訓練
8,TEXT_COMARMGCARMYTRAINING_00344_MENU_SELECT_003,查看分隊情報
9,TEXT_COMARMGCARMYTRAINING_00344_TRAINING_ABORT_000,"沒有進行中的訓練，
無法中止。"
10,TEXT_COMARMGCARMYTRAINING_00344_TRAINING_ABORT_010,"訓練已經完成，
無法中止。"
11,TEXT_COMARMGCARMYTRAINING_00344_SELECT_ABORT,"
完成時間：UNKNOWN小時UNKNOWN分後 [2013/8/27 8:00]
要中止訓練嗎？"
12,TEXT_COMARMGCARMYTRAINING_00344_SELECT_ABORT_EXPEDITION,（★未使用／削除予定★）
13,TEXT_COMARMGCARMYTRAINING_00344_OFFICER_MESSAGE_000,（★未使用／削除予定★）
14,TEXT_COMARMGCARMYTRAINING_00344_OFFICER_MESSAGE_010,（★未使用／削除予定★）
15,TEXT_COMARMGCARMYTRAINING_00344_OFFICER_MESSAGE_020,（★未使用／削除予定★）
16,TEXT_COMARMGCARMYTRAINING_00344_PLATOONINSTRUCTOR_000_000,"您是要馬上安排訓練嗎？
那麼，就根據想要提高的能力
選擇合適的訓練種類吧！"
17,TEXT_COMARMGCARMYTRAINING_00344_SYSTEM_000_001,"透過「訓練」，可以提升「分隊綜合能力」，
即「綜合體能」、「綜合心智」、「綜合戰術」。"
18,TEXT_COMARMGCARMYTRAINING_00344_SYSTEM_000_002,"選擇不同的訓練種類，
對分隊綜合能力的提升也會有所不同。
以達成各項分隊任務所需的能力值為目標進行訓練吧！"
